Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	Face1	Face2	Face3	Face4	Ethnicity1	Gender1	EG1	Ethnicity2	Gender2	EG2	Ethnicity3	Gender3	EG3	Ethnicity4	Gender4	EG4	CorrectAnswer	XCoorFace1	XCoorFace2	XCoorFace3	XCoorFace4	Cycle	Sample	TwoAFCVoiceSoundIn1.Filename	TwoAFCVoice.OnsetDelay	TwoAFCVoice.OnsetTime	TwoAFCVoice.DurationError	TwoAFCVoice.RTTime	TwoAFCVoice.ACC	TwoAFCVoice.RT	TwoAFCVoice.RESP	TwoAFCVoice.CRESP	TwoAFCVoice.OnsetToOnsetTime	TwoAFCVoice.DEVICE	Confidence.DEVICE	Confidence.OnsetDelay	Confidence.OnsetTime	Confidence.DurationError	Confidence.RTTime	Confidence.ACC	Confidence.RT	Confidence.RESP	Confidence.CRESP	Confidence.OnsetToOnsetTime	Justinification.OnsetDelay	Justinification.OnsetTime	Justinification.DurationError	Justinification.RTTime	Justinification.ACC	Justinification.RT	Justinification.RESP	Justinification.CRESP	Justinification.OnsetToOnsetTime	FourAFCVoiceSoundIn1.Filename	FourAFCVoice.OnsetDelay	FourAFCVoice.OnsetTime	FourAFCVoice.DurationError	FourAFCVoice.RTTime	FourAFCVoice.ACC	FourAFCVoice.RT	FourAFCVoice.RESP	FourAFCVoice.CRESP	FourAFCVoice.OnsetToOnsetTime	FourAFCVoice.DEVICE	Justinification.DEVICE	Subject
2	TestList_40	Acoustic Content Analysis CSUN-56-1	138	twoafcproc	TestList	./stimuli/BF-016.jpg	./stimuli/LM-235.jpg	?	?	B	F	BF	L	M	LM	?	?	?	?	?	?	1	40%	60%	?	?	1	37	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-37.wav	17	1687536	7	1691818	0	4282	2	1	0	Keyboard	Keyboard	33	1691852	-999999	1693450	0	1598	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_86	Acoustic Content Analysis CSUN-56-1	139	fourafcproc	TestList	./stimuli/BM-040.jpg	./stimuli/WM-213.jpg	./stimuli/BF-041.jpg	./stimuli/BM-013.jpg	B	M	BM	W	M	WM	B	F	BF	B	M	BM	1	20%	40%	60%	80%	1	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	1697952	-999999	1699010	0	1058	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-38.wav	17	1694002	7	1697914	1	3912	1	1	0	Keyboard	NA	S56
2	TestList_33	Acoustic Content Analysis CSUN-56-1	140	twoafcproc	TestList	./stimuli/WF-247.jpg	./stimuli/BM-218.jpg	?	?	W	F	WF	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	39	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-39.wav	16	1699568	7	1703818	1	4250	1	1	0	Keyboard	Keyboard	32	1703851	-999999	1705914	0	2063	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_78	Acoustic Content Analysis CSUN-56-1	141	fourafcproc	TestList	./stimuli/AF-205.jpg	./stimuli/BF-216.jpg	./stimuli/AM-215.jpg	./stimuli/LM-203.jpg	A	F	AF	B	F	BF	A	M	AM	L	M	LM	2	40%	20%	60%	80%	1	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	1712800	-999999	1713738	0	938	1		0	61	1713800	-999999	1756130	0	42330	 Although   I am very skeptical with my answer none of the other faces looked familiar  		0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-40.wav	17	1706468	7	1712762	0	6294	4	2	0	Keyboard	Keyboard	S56
2	TestList_31	Acoustic Content Analysis CSUN-56-1	142	twoafcproc	TestList	./stimuli/LF-207.jpg	./stimuli/BM-039.jpg	?	?	L	F	LF	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	41	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-41.wav	16	1756696	7	1759890	0	3194	2	1	0	Keyboard	Keyboard	38	1759929	-999999	1761546	0	1617	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_9	Acoustic Content Analysis CSUN-56-1	143	twoafcproc	TestList	./stimuli/LM-246.jpg	./stimuli/WM-232.jpg	?	?	L	M	LM	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	42	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-42.wav	17	1762096	6	1765050	1	2954	1	1	0	Keyboard	Keyboard	45	1765096	-999999	1766418	0	1322	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_62	Acoustic Content Analysis CSUN-56-1	144	fourafcproc	TestList	./stimuli/AF-242.jpg	./stimuli/WM-002.jpg	./stimuli/BM-249.jpg	./stimuli/WF-251.jpg	A	F	AF	W	M	WM	B	M	BM	W	F	WF	3	60%	20%	40%	80%	1	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	39	1772178	-999999	1773386	0	1208	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-43.wav	17	1766962	7	1772138	1	5176	3	3	0	Keyboard	NA	S56
2	TestList_85	Acoustic Content Analysis CSUN-56-1	145	fourafcproc	TestList	./stimuli/BF-212.jpg	./stimuli/BF-223.jpg	./stimuli/BF-243.jpg	./stimuli/WM-244.jpg	B	F	BF	B	F	BF	B	F	BF	W	M	WM	2	40%	20%	60%	80%	1	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	29	1779144	-999999	1779962	0	818	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-44.wav	17	1773945	7	1779114	0	5169	1	2	0	Keyboard	NA	S56
2	TestList_63	Acoustic Content Analysis CSUN-56-1	146	fourafcproc	TestList	./stimuli/BM-219.jpg	./stimuli/AM-204.jpg	./stimuli/LF-253.jpg	./stimuli/BM-027.jpg	B	M	BM	A	M	AM	L	F	LF	B	M	BM	3	60%	20%	40%	80%	1	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	1785594	-999999	1786458	0	864	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-45.wav	17	1780511	6	1785562	0	5051	4	3	0	Keyboard	NA	S56
2	TestList_81	Acoustic Content Analysis CSUN-56-1	147	fourafcproc	TestList	./stimuli/LF-223.jpg	./stimuli/WM-035.jpg	./stimuli/BF-032.jpg	./stimuli/AF-217.jpg	L	F	LF	W	M	WM	B	F	BF	A	F	AF	3	60%	20%	40%	80%	1	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	25	1791876	-999999	1793170	0	1294	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-46.wav	16	1787010	7	1791850	0	4840	2	3	0	Keyboard	NA	S56
2	TestList_47	Acoustic Content Analysis CSUN-56-1	148	twoafcproc	TestList	./stimuli/AM-231.jpg	./stimuli/WF-027.jpg	?	?	A	M	AM	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	47	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-47.wav	16	1793726	7	1798915	0	5189	1	2	0	Keyboard	Keyboard	27	1798942	-999999	1800154	0	1212	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_61	Acoustic Content Analysis CSUN-56-1	149	fourafcproc	TestList	./stimuli/WF-246.jpg	./stimuli/WF-220.jpg	./stimuli/BM-036.jpg	./stimuli/WM-009.jpg	W	F	WF	W	F	WF	B	M	BM	W	M	WM	2	40%	20%	60%	80%	1	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	36	1806175	-999999	1806938	0	763	1		0	36	1806975	-999999	1830434	0	23459	 His haircut looked very familiar   		0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-48.wav	17	1800709	7	1806138	0	5429	4	2	0	Keyboard	Keyboard	S56
2	TestList_41	Acoustic Content Analysis CSUN-56-1	150	twoafcproc	TestList	./stimuli/WF-231.jpg	./stimuli/AF-202.jpg	?	?	W	F	WF	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	49	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-49.wav	16	1831006	7	1834746	0	3740	2	1	0	Keyboard	Keyboard	26	1834773	-999999	1836658	0	1885	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_67	Acoustic Content Analysis CSUN-56-1	151	fourafcproc	TestList	./stimuli/WM-011.jpg	./stimuli/BF-049.jpg	./stimuli/WF-200.jpg	./stimuli/WM-258.jpg	W	M	WM	B	F	BF	W	F	WF	W	M	WM	1	20%	40%	60%	80%	1	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	46	1841505	-999999	1842522	0	1017	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-50.wav	17	1837206	6	1841458	0	4252	2	1	0	Keyboard	NA	S56
2	TestList_20	Acoustic Content Analysis CSUN-56-1	152	twoafcproc	TestList	./stimuli/BF-029.jpg	./stimuli/BF-024.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	51	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-51.wav	17	1843072	6	1846970	1	3898	1	1	0	Keyboard	Keyboard	34	1847005	-999999	1848242	0	1237	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_22	Acoustic Content Analysis CSUN-56-1	153	twoafcproc	TestList	./stimuli/BM-032.jpg	./stimuli/AF-219.jpg	?	?	B	M	BM	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	52	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-52.wav	17	1848788	7	1852178	1	3390	1	1	0	Keyboard	Keyboard	25	1852204	-999999	1853858	0	1654	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_30	Acoustic Content Analysis CSUN-56-1	154	twoafcproc	TestList	./stimuli/LM-248.jpg	./stimuli/WM-247.jpg	?	?	L	M	LM	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	53	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-53.wav	16	1854404	7	1859170	1	4766	2	2	0	Keyboard	Keyboard	33	1859204	-999999	1860442	0	1238	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_87	Acoustic Content Analysis CSUN-56-1	155	fourafcproc	TestList	./stimuli/BM-201.jpg	./stimuli/LF-205.jpg	./stimuli/WF-213.jpg	./stimuli/LF-246.jpg	B	M	BM	L	F	LF	W	F	WF	L	F	LF	2	40%	20%	60%	80%	1	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	1867036	-999999	1871362	0	4326	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-54.wav	17	1860987	6	1866994	1	6007	2	2	0	Keyboard	NA	S56
2	TestList_64	Acoustic Content Analysis CSUN-56-1	156	fourafcproc	TestList	./stimuli/LF-245.jpg	./stimuli/AM-235.jpg	./stimuli/AF-224.jpg	./stimuli/AM-220.jpg	L	F	LF	A	M	AM	A	F	AF	A	M	AM	2	40%	20%	60%	80%	1	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	1876836	-999999	1877890	0	1054	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-55.wav	16	1871919	7	1876794	0	4875	4	2	0	Keyboard	NA	S56
2	TestList_58	Acoustic Content Analysis CSUN-56-1	157	fourafcproc	TestList	./stimuli/WF-233.jpg	./stimuli/BF-238.jpg	./stimuli/LF-231.jpg	./stimuli/BF-217.jpg	W	F	WF	B	F	BF	L	F	LF	B	F	BF	3	60%	20%	40%	80%	1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	30	1885001	-999999	1886370	0	1369	1		0	47	1886418	-999999	1925626	0	39208	  Both her blonde hair and blue eyes looked very recognizable  		0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-56.wav	16	1878435	7	1884970	1	6535	3	3	0	Keyboard	Keyboard	S56
2	TestList_21	Acoustic Content Analysis CSUN-56-1	158	twoafcproc	TestList	./stimuli/AM-228.jpg	./stimuli/BF-220.jpg	?	?	A	M	AM	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	57	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-57.wav	17	1926198	6	1929298	1	3100	2	2	0	Keyboard	Keyboard	32	1929331	-999999	1930410	0	1079	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_74	Acoustic Content Analysis CSUN-56-1	159	fourafcproc	TestList	./stimuli/LF-228.jpg	./stimuli/AF-216.jpg	./stimuli/WM-041.jpg	./stimuli/BM-045.jpg	L	F	LF	A	F	AF	W	M	WM	B	M	BM	4	80%	20%	40%	60%	1	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	46	1936113	-999999	1937794	0	1681	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-58.wav	17	1930964	7	1936066	0	5102	2	4	0	Keyboard	NA	S56
2	TestList_27	Acoustic Content Analysis CSUN-56-1	160	twoafcproc	TestList	./stimuli/LM-240.jpg	./stimuli/WF-012.jpg	?	?	L	M	LM	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	59	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-59.wav	16	1938346	7	1941842	1	3496	1	1	0	Keyboard	Keyboard	37	1941880	-999999	1942682	0	802	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_44	Acoustic Content Analysis CSUN-56-1	161	twoafcproc	TestList	./stimuli/AM-226.jpg	./stimuli/AM-218.jpg	?	?	A	M	AM	A	M	AM	?	?	?	?	?	?	1	40%	60%	?	?	1	60	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-60.wav	16	1943229	7	1947426	0	4197	2	1	0	Keyboard	Keyboard	35	1947462	-999999	1949514	0	2052	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_5	Acoustic Content Analysis CSUN-56-1	162	twoafcproc	TestList	./stimuli/LF-249.jpg	./stimuli/AF-255.jpg	?	?	L	F	LF	A	F	AF	?	?	?	?	?	?	2	60%	40%	?	?	1	61	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-61.wav	17	1950062	8	1953978	1	3916	2	2	0	Keyboard	Keyboard	34	1954012	-999999	1955402	0	1390	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_38	Acoustic Content Analysis CSUN-56-1	163	twoafcproc	TestList	./stimuli/AF-249.jpg	./stimuli/AF-256.jpg	?	?	A	F	AF	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	62	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-62.wav	17	1955962	6	1961970	1	6008	1	1	0	Keyboard	Keyboard	40	1962011	-999999	1963130	0	1119	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_1	Acoustic Content Analysis CSUN-56-1	164	twoafcproc	TestList	./stimuli/WM-019.jpg	./stimuli/WF-226.jpg	?	?	W	M	WM	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	63	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-63.wav	17	1963678	6	1967122	1	3444	1	1	0	Keyboard	Keyboard	38	1967161	-999999	1968258	0	1097	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_13	Acoustic Content Analysis CSUN-56-1	165	twoafcproc	TestList	./stimuli/LM-234.jpg	./stimuli/BF-051.jpg	?	?	L	M	LM	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	64	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-64.wav	16	1968810	7	1972810	0	4000	1	2	0	Keyboard	Keyboard	32	1972843	-999999	1974874	0	2031	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_100	Acoustic Content Analysis CSUN-56-1	166	fourafcproc	TestList	./stimuli/BM-204.jpg	./stimuli/AM-212.jpg	./stimuli/LF-230.jpg	./stimuli/BF-219.jpg	B	M	BM	A	M	AM	L	F	LF	B	F	BF	1	20%	40%	60%	80%	1	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	32	1979626	-999999	1980754	0	1128	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-65.wav	16	1975426	7	1979594	0	4168	4	1	0	Keyboard	NA	S56
2	TestList_28	Acoustic Content Analysis CSUN-56-1	167	twoafcproc	TestList	./stimuli/BF-251.jpg	./stimuli/LF-216.jpg	?	?	B	F	BF	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	66	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-66.wav	16	1981309	10	1984378	0	3069	1	2	0	Keyboard	Keyboard	30	1984409	-999999	1984970	0	561	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_89	Acoustic Content Analysis CSUN-56-1	168	fourafcproc	TestList	./stimuli/WF-022.jpg	./stimuli/WM-210.jpg	./stimuli/WF-207.jpg	./stimuli/BM-001.jpg	W	F	WF	W	M	WM	W	F	WF	B	M	BM	1	20%	40%	60%	80%	1	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	29	1989575	-999999	1990386	0	811	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-67.wav	17	1985526	8	1989546	0	4020	3	1	0	Keyboard	NA	S56
2	TestList_43	Acoustic Content Analysis CSUN-56-1	169	twoafcproc	TestList	./stimuli/BF-201.jpg	./stimuli/BF-254.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	68	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-68.wav	17	1990942	9	1996554	1	5612	1	1	0	Keyboard	Keyboard	36	1996591	-999999	2000130	0	3539	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_18	Acoustic Content Analysis CSUN-56-1	170	twoafcproc	TestList	./stimuli/AM-209.jpg	./stimuli/WM-233.jpg	?	?	A	M	AM	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	69	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-69.wav	16	2000674	9	2003698	1	3024	1	1	0	Keyboard	Keyboard	41	2003740	-999999	2005210	0	1470	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_93	Acoustic Content Analysis CSUN-56-1	171	fourafcproc	TestList	./stimuli/LM-253.jpg	./stimuli/BM-238.jpg	./stimuli/AM-227.jpg	./stimuli/AF-204.jpg	L	M	LM	B	M	BM	A	M	AM	A	F	AF	2	40%	20%	60%	80%	1	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	2010107	-999999	2010954	0	847	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-70.wav	17	2005757	9	2010066	1	4309	2	2	0	Keyboard	NA	S56
2	TestList_35	Acoustic Content Analysis CSUN-56-1	172	twoafcproc	TestList	./stimuli/WF-248.jpg	./stimuli/AF-208.jpg	?	?	W	F	WF	A	F	AF	?	?	?	?	?	?	2	60%	40%	?	?	1	71	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-71.wav	17	2011507	8	2015250	0	3743	1	2	0	Keyboard	Keyboard	39	2015289	-999999	2016946	0	1657	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_77	Acoustic Content Analysis CSUN-56-1	173	fourafcproc	TestList	./stimuli/BM-221.jpg	./stimuli/BF-011.jpg	./stimuli/AF-221.jpg	./stimuli/AF-228.jpg	B	M	BM	B	F	BF	A	F	AF	A	F	AF	1	20%	40%	60%	80%	1	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	50	2022572	-999999	2026906	0	4334	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-72.wav	16	2017489	10	2022522	0	5033	4	1	0	Keyboard	NA	S56
2	TestList_50	Acoustic Content Analysis CSUN-56-1	174	twoafcproc	TestList	./stimuli/BF-205.jpg	./stimuli/LM-236.jpg	?	?	B	F	BF	L	M	LM	?	?	?	?	?	?	1	40%	60%	?	?	1	73	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-73.wav	16	2027455	9	2031010	1	3555	1	1	0	Keyboard	Keyboard	44	2031055	-999999	2032386	0	1331	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_11	Acoustic Content Analysis CSUN-56-1	175	twoafcproc	TestList	./stimuli/AF-200.jpg	./stimuli/WF-205.jpg	?	?	A	F	AF	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	74	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-74.wav	17	2032938	9	2036434	1	3496	2	2	0	Keyboard	Keyboard	36	2036471	-999999	2037122	0	651	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_49	Acoustic Content Analysis CSUN-56-1	176	twoafcproc	TestList	./stimuli/LF-204.jpg	./stimuli/WM-248.jpg	?	?	L	F	LF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	75	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-75.wav	17	2037671	9	2041098	1	3427	1	1	0	Keyboard	Keyboard	38	2041137	-999999	2042250	0	1113	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_60	Acoustic Content Analysis CSUN-56-1	177	fourafcproc	TestList	./stimuli/AM-236.jpg	./stimuli/WF-215.jpg	./stimuli/WM-234.jpg	./stimuli/AM-214.jpg	A	M	AM	W	F	WF	W	M	WM	A	M	AM	1	20%	40%	60%	80%	1	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	2048753	-999999	2049714	0	961	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-76.wav	17	2042804	9	2048722	0	5918	4	1	0	Keyboard	NA	S56
2	TestList_3	Acoustic Content Analysis CSUN-56-1	178	twoafcproc	TestList	./stimuli/WF-240.jpg	./stimuli/AM-252.jpg	?	?	W	F	WF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	77	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-77.wav	17	2050270	8	2053682	1	3412	2	2	0	Keyboard	Keyboard	36	2053719	-999999	2054618	0	899	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_80	Acoustic Content Analysis CSUN-56-1	179	fourafcproc	TestList	./stimuli/LF-234.jpg	./stimuli/LM-244.jpg	./stimuli/BM-021.jpg	./stimuli/WM-204.jpg	L	F	LF	L	M	LM	B	M	BM	W	M	WM	1	20%	40%	60%	80%	1	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	38	2060769	-999999	2061618	0	849	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-78.wav	16	2055169	9	2060730	0	5561	3	1	0	Keyboard	NA	S56
2	TestList_82	Acoustic Content Analysis CSUN-56-1	180	fourafcproc	TestList	./stimuli/LM-227.jpg	./stimuli/BF-225.jpg	./stimuli/BM-022.jpg	./stimuli/WM-203.jpg	L	M	LM	B	F	BF	B	M	BM	W	M	WM	2	40%	20%	60%	80%	1	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	33	2068868	-999999	2069930	0	1062	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-79.wav	17	2062169	31	2068834	1	6665	2	2	0	Keyboard	NA	S56
2	TestList_73	Acoustic Content Analysis CSUN-56-1	181	fourafcproc	TestList	./stimuli/AF-246.jpg	./stimuli/LM-243.jpg	./stimuli/WM-025.jpg	./stimuli/AF-230.jpg	A	F	AF	L	M	LM	W	M	WM	A	F	AF	3	60%	20%	40%	80%	1	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	2076034	-999999	2076882	0	848	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-80.wav	16	2070484	7	2076002	0	5518	4	3	0	Keyboard	NA	S56
2	TestList_32	Acoustic Content Analysis CSUN-56-1	182	twoafcproc	TestList	./stimuli/WF-009.jpg	./stimuli/WM-227.jpg	?	?	W	F	WF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	81	Acoustic Content Analysis CSUN-56-1TwoAFCVoice-81.wav	17	2077434	7	2083658	0	6224	2	1	0	Keyboard	Keyboard	42	2083700	-999999	2084218	0	518	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S56
2	TestList_92	Acoustic Content Analysis CSUN-56-1	183	fourafcproc	TestList	./stimuli/BM-026.jpg	./stimuli/WF-013.jpg	./stimuli/AM-249.jpg	./stimuli/BF-027.jpg	B	M	BM	W	F	WF	A	M	AM	B	F	BF	1	20%	40%	60%	80%	1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	39	2089066	-999999	2092010	0	2944	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-82.wav	16	2084766	7	2089026	1	4260	1	1	0	Keyboard	NA	S56
2	TestList_65	Acoustic Content Analysis CSUN-56-1	184	fourafcproc	TestList	./stimuli/WF-203.jpg	./stimuli/AF-247.jpg	./stimuli/WF-216.jpg	./stimuli/AM-247.jpg	W	F	WF	A	F	AF	W	F	WF	A	M	AM	3	60%	20%	40%	80%	1	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	32	2097482	-999999	2098426	0	944	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-56-1FourAFCVoice-83.wav	17	2092566	6	2097450	0	4884	2	3	0	Keyboard	NA	S56
