Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	Face1	Face2	Face3	Face4	Ethnicity1	Gender1	EG1	Ethnicity2	Gender2	EG2	Ethnicity3	Gender3	EG3	Ethnicity4	Gender4	EG4	CorrectAnswer	XCoorFace1	XCoorFace2	XCoorFace3	XCoorFace4	Cycle	Sample	TwoAFCVoiceSoundIn1.Filename	TwoAFCVoice.OnsetDelay	TwoAFCVoice.OnsetTime	TwoAFCVoice.DurationError	TwoAFCVoice.RTTime	TwoAFCVoice.ACC	TwoAFCVoice.RT	TwoAFCVoice.RESP	TwoAFCVoice.CRESP	TwoAFCVoice.OnsetToOnsetTime	TwoAFCVoice.DEVICE	Confidence.DEVICE	Confidence.OnsetDelay	Confidence.OnsetTime	Confidence.DurationError	Confidence.RTTime	Confidence.ACC	Confidence.RT	Confidence.RESP	Confidence.CRESP	Confidence.OnsetToOnsetTime	Justinification.OnsetDelay	Justinification.OnsetTime	Justinification.DurationError	Justinification.RTTime	Justinification.ACC	Justinification.RT	Justinification.RESP	Justinification.CRESP	Justinification.OnsetToOnsetTime	FourAFCVoiceSoundIn1.Filename	FourAFCVoice.OnsetDelay	FourAFCVoice.OnsetTime	FourAFCVoice.DurationError	FourAFCVoice.RTTime	FourAFCVoice.ACC	FourAFCVoice.RT	FourAFCVoice.RESP	FourAFCVoice.CRESP	FourAFCVoice.OnsetToOnsetTime	FourAFCVoice.DEVICE	Justinification.DEVICE	Subject
2	TestList_75	Acoustic Content Analysis CSUN-1-1	149	fourafcproc	TestList	./stimuli/LF-224.jpg	./stimuli/LF-221.jpg	./stimuli/LF-209.jpg	./stimuli/LM-214.jpg	L	F	LF	L	F	LF	L	F	LF	L	M	LM	4	80%	20%	40%	60%	1	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	27	2282982	-999999	2284027	0	1045	2		0	37	2284065	-999999	2307867	0	23802	 I picked the one  I thought that  I had seen but felt unsure just because some of these faces looked similar  		0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-48.wav	17	2278366	6	2282955	0	4589	1	4	0	Keyboard	Keyboard	S1
2	TestList_16	Acoustic Content Analysis CSUN-1-1	150	twoafcproc	TestList	./stimuli/WF-245.jpg	./stimuli/BF-217.jpg	?	?	W	F	WF	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	49	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-49.wav	16	2308446	7	2312475	1	4029	2	2	0	Keyboard	Keyboard	38	2312513	-999999	2315179	0	2666	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_7	Acoustic Content Analysis CSUN-1-1	151	twoafcproc	TestList	./stimuli/WM-026.jpg	./stimuli/LF-230.jpg	?	?	W	M	WM	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	50	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-50.wav	17	2315729	7	2318347	0	2618	1	2	0	Keyboard	Keyboard	32	2318379	-999999	2319107	0	728	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_74	Acoustic Content Analysis CSUN-1-1	152	fourafcproc	TestList	./stimuli/BF-202.jpg	./stimuli/BM-019.jpg	./stimuli/LF-226.jpg	./stimuli/AF-255.jpg	B	F	BF	B	M	BM	L	F	LF	A	F	AF	1	20%	40%	60%	80%	1	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	2324078	-999999	2325203	0	1125	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-51.wav	17	2319662	6	2324035	1	4373	1	1	0	Keyboard	NA	S1
2	TestList_100	Acoustic Content Analysis CSUN-1-1	153	fourafcproc	TestList	./stimuli/BF-235.jpg	./stimuli/WF-214.jpg	./stimuli/BF-201.jpg	./stimuli/LF-252.jpg	B	F	BF	W	F	WF	B	F	BF	L	F	LF	1	20%	40%	60%	80%	1	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	2331811	-999999	2333259	0	1448	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-52.wav	16	2325761	7	2331771	0	6010	2	1	0	Keyboard	NA	S1
2	TestList_30	Acoustic Content Analysis CSUN-1-1	154	twoafcproc	TestList	./stimuli/WF-209.jpg	./stimuli/LF-217.jpg	?	?	W	F	WF	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	53	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-53.wav	17	2333811	6	2336907	0	3096	1	2	0	Keyboard	Keyboard	37	2336944	-999999	2338019	0	1075	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_21	Acoustic Content Analysis CSUN-1-1	155	twoafcproc	TestList	./stimuli/WF-204.jpg	./stimuli/BF-220.jpg	?	?	W	F	WF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	54	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-54.wav	17	2338577	6	2341227	1	2650	1	1	0	Keyboard	Keyboard	33	2341260	-999999	2342235	0	975	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_45	Acoustic Content Analysis CSUN-1-1	156	twoafcproc	TestList	./stimuli/AF-247.jpg	./stimuli/AM-228.jpg	?	?	A	F	AF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	55	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-55.wav	17	2342793	7	2346155	1	3362	2	2	0	Keyboard	Keyboard	38	2346193	-999999	2347187	0	994	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_93	Acoustic Content Analysis CSUN-1-1	157	fourafcproc	TestList	./stimuli/WF-211.jpg	./stimuli/WM-204.jpg	./stimuli/WM-223.jpg	./stimuli/BM-024.jpg	W	F	WF	W	M	WM	W	M	WM	B	M	BM	3	60%	20%	40%	80%	1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	28	2354559	-999999	2355731	0	1172	2		0	44	2355775	-999999	2374987	0	19212	 The features in some of the faces  I chose really stood out to me because they were very prominent  		0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-56.wav	17	2347743	6	2354531	0	6788	2	3	0	Keyboard	Keyboard	S1
2	TestList_48	Acoustic Content Analysis CSUN-1-1	158	twoafcproc	TestList	./stimuli/AF-220.jpg	./stimuli/LF-201.jpg	?	?	A	F	AF	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	57	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-57.wav	17	2375557	6	2377715	1	2158	2	2	0	Keyboard	Keyboard	42	2377757	-999999	2378307	0	550	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_1	Acoustic Content Analysis CSUN-1-1	159	twoafcproc	TestList	./stimuli/BF-250.jpg	./stimuli/BF-245.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	58	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-58.wav	16	2378856	7	2381795	1	2939	1	1	0	Keyboard	Keyboard	28	2381823	-999999	2382539	0	716	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_67	Acoustic Content Analysis CSUN-1-1	160	fourafcproc	TestList	./stimuli/WM-233.jpg	./stimuli/LF-245.jpg	./stimuli/BM-005.jpg	./stimuli/AM-240.jpg	W	M	WM	L	F	LF	B	M	BM	A	M	AM	4	80%	20%	40%	60%	1	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	24	2387556	-999999	2388019	0	463	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-59.wav	16	2383089	7	2387531	0	4442	1	4	0	Keyboard	NA	S1
2	TestList_22	Acoustic Content Analysis CSUN-1-1	161	twoafcproc	TestList	./stimuli/BM-247.jpg	./stimuli/WM-025.jpg	?	?	B	M	BM	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	60	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-60.wav	16	2388572	8	2391459	1	2887	2	2	0	Keyboard	Keyboard	30	2391489	-999999	2392475	0	986	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_97	Acoustic Content Analysis CSUN-1-1	162	fourafcproc	TestList	./stimuli/LF-205.jpg	./stimuli/BM-202.jpg	./stimuli/LM-220.jpg	./stimuli/WF-248.jpg	L	F	LF	B	M	BM	L	M	LM	W	F	WF	1	20%	40%	60%	80%	1	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	34	2397021	-999999	2400019	0	2998	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-61.wav	17	2393022	6	2396987	1	3965	1	1	0	Keyboard	NA	S1
2	TestList_96	Acoustic Content Analysis CSUN-1-1	163	fourafcproc	TestList	./stimuli/WF-225.jpg	./stimuli/WM-224.jpg	./stimuli/LM-201.jpg	./stimuli/BM-240.jpg	W	F	WF	W	M	WM	L	M	LM	B	M	BM	4	80%	20%	40%	60%	1	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	2408954	-999999	2409291	0	337	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-62.wav	17	2400571	6	2408923	0	8352	3	4	0	Keyboard	NA	S1
2	TestList_81	Acoustic Content Analysis CSUN-1-1	164	fourafcproc	TestList	./stimuli/BM-253.jpg	./stimuli/BM-029.jpg	./stimuli/LM-208.jpg	./stimuli/WF-019.jpg	B	M	BM	B	M	BM	L	M	LM	W	F	WF	1	20%	40%	60%	80%	1	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	42	2412453	-999999	2415099	0	2646	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-63.wav	17	2409837	6	2412411	1	2574	1	1	0	Keyboard	NA	S1
2	TestList_53	Acoustic Content Analysis CSUN-1-1	165	fourafcproc	TestList	./stimuli/WF-028.jpg	./stimuli/WM-031.jpg	./stimuli/WM-020.jpg	./stimuli/AM-246.jpg	W	F	WF	W	M	WM	W	M	WM	A	M	AM	3	60%	20%	40%	80%	1	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	28	2420303	-999999	2421403	0	1100	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-64.wav	16	2415653	7	2420275	1	4622	3	3	0	Keyboard	NA	S1
2	TestList_17	Acoustic Content Analysis CSUN-1-1	166	twoafcproc	TestList	./stimuli/AF-218.jpg	./stimuli/AM-227.jpg	?	?	A	F	AF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	65	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-65.wav	16	2421952	7	2424851	1	2899	2	2	0	Keyboard	Keyboard	35	2424886	-999999	2425891	0	1005	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_35	Acoustic Content Analysis CSUN-1-1	167	twoafcproc	TestList	./stimuli/BF-029.jpg	./stimuli/WF-015.jpg	?	?	B	F	BF	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	66	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-66.wav	16	2426435	10	2429643	1	3208	1	1	0	Keyboard	Keyboard	42	2429685	-999999	2430331	0	646	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_39	Acoustic Content Analysis CSUN-1-1	168	twoafcproc	TestList	./stimuli/WM-253.jpg	./stimuli/BM-244.jpg	?	?	W	M	WM	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	67	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-67.wav	17	2430885	9	2433691	0	2806	2	1	0	Keyboard	Keyboard	44	2433735	-999999	2434883	0	1148	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_42	Acoustic Content Analysis CSUN-1-1	169	twoafcproc	TestList	./stimuli/WM-206.jpg	./stimuli/BM-216.jpg	?	?	W	M	WM	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	68	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-68.wav	17	2435435	9	2439411	1	3976	1	1	0	Keyboard	Keyboard	40	2439451	-999999	2440243	0	792	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_79	Acoustic Content Analysis CSUN-1-1	170	fourafcproc	TestList	./stimuli/AF-227.jpg	./stimuli/LF-206.jpg	./stimuli/AM-236.jpg	./stimuli/LF-214.jpg	A	F	AF	L	F	LF	A	M	AM	L	F	LF	2	40%	20%	60%	80%	1	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	33	2448100	-999999	2448483	0	383	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-69.wav	17	2440801	9	2448067	1	7266	2	2	0	Keyboard	NA	S1
2	TestList_72	Acoustic Content Analysis CSUN-1-1	171	fourafcproc	TestList	./stimuli/BM-032.jpg	./stimuli/BM-046.jpg	./stimuli/BF-048.jpg	./stimuli/AF-246.jpg	B	M	BM	B	M	BM	B	F	BF	A	F	AF	1	20%	40%	60%	80%	1	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	2452400	-999999	2453651	0	1251	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-70.wav	16	2449033	9	2452363	0	3330	3	1	0	Keyboard	NA	S1
2	TestList_84	Acoustic Content Analysis CSUN-1-1	172	fourafcproc	TestList	./stimuli/BF-015.jpg	./stimuli/BF-229.jpg	./stimuli/WM-236.jpg	./stimuli/BM-223.jpg	B	F	BF	B	F	BF	W	M	WM	B	M	BM	1	20%	40%	60%	80%	1	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	46	2456449	-999999	2457387	0	938	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-71.wav	17	2454200	8	2456403	1	2203	1	1	0	Keyboard	NA	S1
2	TestList_83	Acoustic Content Analysis CSUN-1-1	173	fourafcproc	TestList	./stimuli/WF-039.jpg	./stimuli/AM-202.jpg	./stimuli/WF-003.jpg	./stimuli/BF-224.jpg	W	F	WF	A	M	AM	W	F	WF	B	F	BF	4	80%	20%	40%	60%	1	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	45	2463832	-999999	2464547	0	715	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-72.wav	17	2457933	9	2463787	0	5854	3	4	0	Keyboard	NA	S1
2	TestList_15	Acoustic Content Analysis CSUN-1-1	174	twoafcproc	TestList	./stimuli/AF-203.jpg	./stimuli/WM-245.jpg	?	?	A	F	AF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	73	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-73.wav	17	2465099	8	2467507	1	2408	1	1	0	Keyboard	Keyboard	41	2467548	-999999	2468403	0	855	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_58	Acoustic Content Analysis CSUN-1-1	175	fourafcproc	TestList	./stimuli/WM-232.jpg	./stimuli/AF-238.jpg	./stimuli/AM-203.jpg	./stimuli/AM-252.jpg	W	M	WM	A	F	AF	A	M	AM	A	M	AM	3	60%	20%	40%	80%	1	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	2473414	-999999	2474147	0	733	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-74.wav	16	2468948	9	2473371	0	4423	1	3	0	Keyboard	NA	S1
2	TestList_10	Acoustic Content Analysis CSUN-1-1	176	twoafcproc	TestList	./stimuli/WM-205.jpg	./stimuli/AM-204.jpg	?	?	W	M	WM	A	M	AM	?	?	?	?	?	?	1	40%	60%	?	?	1	75	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-75.wav	17	2474698	8	2478875	1	4177	1	1	0	Keyboard	Keyboard	39	2478914	-999999	2480099	0	1185	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_69	Acoustic Content Analysis CSUN-1-1	177	fourafcproc	TestList	./stimuli/WF-024.jpg	./stimuli/WM-201.jpg	./stimuli/AF-229.jpg	./stimuli/BM-040.jpg	W	F	WF	W	M	WM	A	F	AF	B	M	BM	2	40%	20%	60%	80%	1	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	44	2486047	-999999	2486739	0	692	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-76.wav	17	2480647	9	2486003	0	5356	1	2	0	Keyboard	NA	S1
2	TestList_32	Acoustic Content Analysis CSUN-1-1	178	twoafcproc	TestList	./stimuli/BF-223.jpg	./stimuli/BM-204.jpg	?	?	B	F	BF	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	77	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-77.wav	16	2487296	9	2489451	1	2155	1	1	0	Keyboard	Keyboard	45	2489496	-999999	2490347	0	851	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_73	Acoustic Content Analysis CSUN-1-1	179	fourafcproc	TestList	./stimuli/WM-013.jpg	./stimuli/AF-252.jpg	./stimuli/AF-256.jpg	./stimuli/WM-230.jpg	W	M	WM	A	F	AF	A	F	AF	W	M	WM	4	80%	20%	40%	60%	1	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	2495146	-999999	2496267	0	1121	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-78.wav	16	2490896	9	2495115	0	4219	1	4	0	Keyboard	NA	S1
2	TestList_6	Acoustic Content Analysis CSUN-1-1	180	twoafcproc	TestList	./stimuli/WM-216.jpg	./stimuli/BF-211.jpg	?	?	W	M	WM	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	79	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-79.wav	16	2496812	23	2500467	1	3655	1	1	0	Keyboard	Keyboard	45	2500512	-999999	2501347	0	835	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_25	Acoustic Content Analysis CSUN-1-1	181	twoafcproc	TestList	./stimuli/LF-255.jpg	./stimuli/LM-247.jpg	?	?	L	F	LF	L	M	LM	?	?	?	?	?	?	2	60%	40%	?	?	1	80	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-80.wav	16	2501895	7	2507251	1	5356	2	2	0	Keyboard	Keyboard	44	2507295	-999999	2507835	0	540	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_8	Acoustic Content Analysis CSUN-1-1	182	twoafcproc	TestList	./stimuli/AM-220.jpg	./stimuli/WF-009.jpg	?	?	A	M	AM	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	81	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-81.wav	17	2508395	6	2511923	1	3528	2	2	0	Keyboard	Keyboard	38	2511961	-999999	2512963	0	1002	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_68	Acoustic Content Analysis CSUN-1-1	183	fourafcproc	TestList	./stimuli/BM-249.jpg	./stimuli/WF-031.jpg	./stimuli/WF-219.jpg	./stimuli/LM-202.jpg	B	M	BM	W	F	WF	W	F	WF	L	M	LM	2	40%	20%	60%	80%	1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	39	2517610	-999999	2519619	0	2009	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-82.wav	17	2513511	6	2517571	1	4060	2	2	0	Keyboard	NA	S1
2	TestList_43	Acoustic Content Analysis CSUN-1-1	184	twoafcproc	TestList	./stimuli/BF-037.jpg	./stimuli/WM-218.jpg	?	?	B	F	BF	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	83	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-83.wav	17	2520177	6	2522859	1	2682	2	2	0	Keyboard	Keyboard	34	2522893	-999999	2523539	0	646	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_47	Acoustic Content Analysis CSUN-1-1	185	twoafcproc	TestList	./stimuli/LF-216.jpg	./stimuli/WF-033.jpg	?	?	L	F	LF	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	84	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-84.wav	17	2524093	7	2526043	1	1950	2	2	0	Keyboard	Keyboard	33	2526076	-999999	2526691	0	615	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_59	Acoustic Content Analysis CSUN-1-1	186	fourafcproc	TestList	./stimuli/BM-214.jpg	./stimuli/WM-038.jpg	./stimuli/WM-213.jpg	./stimuli/LF-220.jpg	B	M	BM	W	M	WM	W	M	WM	L	F	LF	2	40%	20%	60%	80%	1	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	2532892	-999999	2533675	0	783	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-85.wav	17	2527243	7	2532851	0	5608	4	2	0	Keyboard	NA	S1
2	TestList_36	Acoustic Content Analysis CSUN-1-1	187	twoafcproc	TestList	./stimuli/BF-021.jpg	./stimuli/AF-206.jpg	?	?	B	F	BF	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	86	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-86.wav	17	2534226	6	2537051	1	2825	1	1	0	Keyboard	Keyboard	41	2537092	-999999	2537907	0	815	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_34	Acoustic Content Analysis CSUN-1-1	188	twoafcproc	TestList	./stimuli/AF-254.jpg	./stimuli/WF-005.jpg	?	?	A	F	AF	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	87	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-87.wav	16	2538458	7	2541899	1	3441	2	2	0	Keyboard	Keyboard	26	2541925	-999999	2542603	0	678	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_91	Acoustic Content Analysis CSUN-1-1	189	fourafcproc	TestList	./stimuli/AF-201.jpg	./stimuli/BF-035.jpg	./stimuli/WF-228.jpg	./stimuli/LF-244.jpg	A	F	AF	B	F	BF	W	F	WF	L	F	LF	1	20%	40%	60%	80%	1	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	2551691	-999999	2552251	0	560	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-88.wav	17	2543158	7	2551651	1	8493	1	1	0	Keyboard	NA	S1
2	TestList_99	Acoustic Content Analysis CSUN-1-1	190	fourafcproc	TestList	./stimuli/BF-221.jpg	./stimuli/AM-207.jpg	./stimuli/LF-240.jpg	./stimuli/LF-241.jpg	B	F	BF	A	M	AM	L	F	LF	L	F	LF	4	80%	20%	40%	60%	1	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	33	2557340	-999999	2558515	0	1175	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-89.wav	16	2552807	7	2557307	1	4500	4	4	0	Keyboard	NA	S1
2	TestList_52	Acoustic Content Analysis CSUN-1-1	191	fourafcproc	TestList	./stimuli/BM-251.jpg	./stimuli/BF-219.jpg	./stimuli/LF-200.jpg	./stimuli/BF-236.jpg	B	M	BM	B	F	BF	L	F	LF	B	F	BF	3	60%	20%	40%	80%	1	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	33	2562740	-999999	2563635	0	895	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-90.wav	16	2559073	7	2562707	0	3634	1	3	0	Keyboard	NA	S1
2	TestList_33	Acoustic Content Analysis CSUN-1-1	192	twoafcproc	TestList	./stimuli/LF-213.jpg	./stimuli/WF-203.jpg	?	?	L	F	LF	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	91	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-91.wav	16	2564189	7	2567731	1	3542	2	2	0	Keyboard	Keyboard	25	2567756	-999999	2569779	0	2023	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_4	Acoustic Content Analysis CSUN-1-1	193	twoafcproc	TestList	./stimuli/WF-217.jpg	./stimuli/AM-232.jpg	?	?	W	F	WF	A	M	AM	?	?	?	?	?	?	1	40%	60%	?	?	1	92	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-92.wav	17	2570339	6	2572739	1	2400	1	1	0	Keyboard	Keyboard	33	2572772	-999999	2574235	0	1463	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_94	Acoustic Content Analysis CSUN-1-1	194	fourafcproc	TestList	./stimuli/AM-214.jpg	./stimuli/BF-041.jpg	./stimuli/LF-253.jpg	./stimuli/WM-247.jpg	A	M	AM	B	F	BF	L	F	LF	W	M	WM	4	80%	20%	40%	60%	1	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	2581838	-999999	2582611	0	773	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-93.wav	17	2574789	6	2581795	0	7006	2	4	0	Keyboard	NA	S1
2	TestList_85	Acoustic Content Analysis CSUN-1-1	195	fourafcproc	TestList	./stimuli/BF-253.jpg	./stimuli/LF-249.jpg	./stimuli/BM-231.jpg	./stimuli/LM-207.jpg	B	F	BF	L	F	LF	B	M	BM	L	M	LM	3	60%	20%	40%	80%	1	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	30	2587737	-999999	2588131	0	394	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-94.wav	17	2583171	7	2587707	1	4536	3	3	0	Keyboard	NA	S1
